name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,selling_price_lakhs,engine_bin,mileage_bin,car_age,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded,engine_bin_encoded,mileage_bin_encoded
Mahindra Scorpio VLX 2WD BSIII,2008,290000.0,120000.0,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,7.0,2.9,2000-2500cc,10-15 kmpl,16,1,1,1,2,2,0
Tata Indigo CS eLS BS IV,2012,220000.0,90000.0,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,2.2,1000-1500cc,20-25 kmpl,12,1,1,1,0,0,2
Tata Indigo eCS LX BSIV,2012,246000.0,35000.0,Diesel,Individual,Manual,Second Owner,23.03,1396.0,69.0,5.0,2.46,1000-1500cc,20-25 kmpl,12,1,1,1,2,0,2
Maruti Omni E MPI STD BS IV,2018,260000.0,30000.0,Petrol,Individual,Manual,First Owner,16.8,796.0,47.3,7.0,2.6,<1000cc,15-20 kmpl,6,3,1,1,0,4,1
Hyundai Creta 1.4 CRDi S,2018,1050000.0,70000.0,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,10.5,1000-1500cc,20-25 kmpl,6,1,1,1,0,0,2
Maruti Swift VXI Optional,2016,550000.0,20000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,5.5,1000-1500cc,20-25 kmpl,8,3,1,1,0,0,2
Tata Indigo CS LX (TDI) BS-III,2017,450000.0,70000.0,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,4.5,1000-1500cc,15-20 kmpl,7,1,1,1,0,0,1
Honda City i VTEC VX,2016,773000.0,65000.0,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,7.73,1000-1500cc,15-20 kmpl,8,3,1,1,0,0,1
Tata Tiago 1.2 Revotron XZ,2017,450000.0,25000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,4.5,1000-1500cc,20-25 kmpl,7,3,1,1,0,0,2
Maruti Eeco 5 Seater AC BSIV,2019,409999.0,11500.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,4.09999,1000-1500cc,15-20 kmpl,5,3,1,1,0,0,1
Maruti 800 Std MPFi,2003,110000.0,35000.0,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,47.3,5.0,1.1,<1000cc,15-20 kmpl,21,3,1,1,1,4,1
Nissan Teana XL,2014,600000.0,80000.0,Petrol,Individual,Automatic,Second Owner,11.07,2496.0,147.9,5.0,6.0,2000-2500cc,10-15 kmpl,10,3,1,0,2,2,0
Chevrolet Beat LT,2010,250000.0,63000.0,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,2.5,1000-1500cc,15-20 kmpl,14,3,1,1,0,0,1
Tata Indica V2 DLS TC,2008,110000.0,100000.0,Diesel,Individual,Manual,First Owner,16.8,1405.0,62.0,5.0,1.1,1000-1500cc,15-20 kmpl,16,1,1,1,0,0,1
Maruti Wagon R VXI BS IV,2018,430000.0,16589.0,Petrol,Trustmark Dealer,Manual,First Owner,20.51,998.0,67.04,5.0,4.3,<1000cc,20-25 kmpl,6,3,2,1,0,4,2
Honda City i VTEC V,2016,675000.0,53201.0,Petrol,Trustmark Dealer,Manual,Second Owner,17.8,1497.0,117.3,5.0,6.75,1000-1500cc,15-20 kmpl,8,3,2,1,2,0,1
Maruti Baleno Delta,2017,570000.0,25272.0,Petrol,Trustmark Dealer,Manual,First Owner,21.01,1197.0,81.8,5.0,5.7,1000-1500cc,20-25 kmpl,7,3,2,1,0,0,2
Maruti Vitara Brezza ZDi Plus,2017,850000.0,53619.0,Diesel,Trustmark Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,8.5,1000-1500cc,20-25 kmpl,7,1,2,1,0,0,2
Ford Ecosport 1.5 Petrol Ambiente,2018,640000.0,11500.0,Petrol,Dealer,Manual,First Owner,15.9,1496.0,120.69,5.0,6.4,1000-1500cc,15-20 kmpl,6,3,0,1,0,0,1
Tata Indigo CS LS (TDI) BS-III,2013,250000.0,80000.0,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,2.5,1000-1500cc,15-20 kmpl,11,1,1,1,0,0,1
Renault Duster 110PS Diesel RxZ,2018,1200000.0,12000.0,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5.0,12.0,1000-1500cc,15-20 kmpl,6,1,1,1,0,0,1
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,889000.0,25000.0,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.31,5.0,8.89,1000-1500cc,15-20 kmpl,7,3,1,1,0,0,1
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2017,750000.0,40000.0,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,7.5,1000-1500cc,20-25 kmpl,7,1,1,1,2,0,2
Maruti Swift Ldi BSIV,2010,320000.0,130000.0,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,3.2,1000-1500cc,15-20 kmpl,14,1,1,1,4,0,1
Skoda Yeti Ambition 4WD,2011,600000.0,155000.0,Diesel,Individual,Manual,First Owner,17.67,1968.0,138.08,5.0,6.0,1500-2000cc,15-20 kmpl,13,1,1,1,0,1,1
Maruti Ciaz S 1.3,2018,1000000.0,40000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,10.0,1000-1500cc,25-30 kmpl,6,1,1,1,0,0,3
Maruti Zen LX,2000,110000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,1.1,<1000cc,15-20 kmpl,24,3,1,1,1,4,1
Honda City 2017-2020 GXi,2008,250000.0,120000.0,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,2.5,1000-1500cc,15-20 kmpl,16,3,1,1,2,0,1
Maruti Swift Dzire VDI,2015,600000.0,60000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,6.0,1000-1500cc,25-30 kmpl,9,1,1,1,0,0,3
Maruti Zen Estilo LXI BS IV,2009,165000.0,60000.0,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,5.0,1.65,<1000cc,15-20 kmpl,15,3,1,1,0,4,1
Maruti Alto LXI,2004,118000.0,60000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,47.3,5.0,1.18,<1000cc,15-20 kmpl,20,3,1,1,2,4,1
Maruti Baleno Delta 1.3,2016,700000.0,78000.0,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,7.0,1000-1500cc,25-30 kmpl,8,1,1,1,0,0,3
Renault Duster 85PS Diesel RxL Optional,2013,585000.0,80000.0,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,5.0,5.85,1000-1500cc,20-25 kmpl,11,1,1,1,2,0,2
Maruti Alto LXi,2006,120000.0,120000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,47.3,5.0,1.2,<1000cc,15-20 kmpl,18,3,1,1,1,4,1
Maruti 800 Std MPFi,2003,110000.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,47.3,5.0,1.1,<1000cc,15-20 kmpl,21,3,1,1,1,4,1
Maruti Alto LX,2006,150000.0,100000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,47.3,5.0,1.5,<1000cc,15-20 kmpl,18,3,1,1,2,4,1
Maruti Alto Std,2009,150000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,47.3,5.0,1.5,<1000cc,15-20 kmpl,15,3,1,1,1,4,1
Hyundai Accent VIVA CRDi,2004,170000.0,155000.0,Diesel,Individual,Manual,Third Owner,13.1,1493.0,82.0,5.0,1.7,1000-1500cc,10-15 kmpl,20,1,1,1,4,0,0
Mahindra Scorpio 2.6 CRDe,2006,250000.0,120000.0,Diesel,Individual,Manual,Third Owner,10.5,2179.0,120.0,7.0,2.5,2000-2500cc,10-15 kmpl,18,1,1,1,4,2,0
Hyundai Accent CRDi,2005,110000.0,100000.0,Diesel,Individual,Manual,Third Owner,13.1,1493.0,82.0,5.0,1.1,1000-1500cc,10-15 kmpl,19,1,1,1,4,0,0
Maruti Ertiga VDI,2013,599000.0,60000.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,5.99,1000-1500cc,20-25 kmpl,11,1,1,1,2,0,2
Chevrolet Cruze LTZ,2010,250000.0,135000.0,Diesel,Individual,Manual,Third Owner,18.3,1991.0,147.9,5.0,2.5,1500-2000cc,15-20 kmpl,14,1,1,1,4,1,1
Maruti Swift VXI Optional,2016,570000.0,90000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,5.7,1000-1500cc,20-25 kmpl,8,3,1,1,0,0,2
Volkswagen Polo Diesel Highline 1.2L,2013,440000.0,75000.0,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,4.4,1000-1500cc,20-25 kmpl,11,1,1,1,2,0,2
Toyota Innova 2.5 E Diesel MS 7-seater,2005,300000.0,155000.0,Diesel,Individual,Manual,Second Owner,11.4,2494.0,100.6,7.0,3.0,2000-2500cc,10-15 kmpl,19,1,1,1,2,2,0
Nissan Micra XV CVT,2015,300000.0,71717.0,Petrol,Individual,Automatic,Second Owner,19.34,1198.0,76.0,5.0,3.0,1000-1500cc,15-20 kmpl,9,3,1,0,2,0,1
Mahindra Scorpio VLX 2WD ABS AT BSIII,2011,500000.0,150000.0,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,7.0,5.0,2000-2500cc,10-15 kmpl,13,1,1,0,2,2,0
Maruti Swift Dzire VDI,2016,660000.0,55000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,6.6,1000-1500cc,25-30 kmpl,8,1,1,1,0,0,3
Ford Fiesta Classic 1.6 Duratec LXI,2012,256000.0,90000.0,Petrol,Individual,Manual,Second Owner,15.3,1596.0,99.6,5.0,2.56,1500-2000cc,15-20 kmpl,12,3,1,1,2,1,1
Renault KWID 1.0 RXT Optional,2018,409999.0,35000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,4.09999,<1000cc,20-25 kmpl,6,3,1,1,0,4,2
Toyota Fortuner 4x4 MT,2015,1200000.0,120000.0,Diesel,Individual,Manual,Second Owner,12.55,2982.0,147.9,7.0,12.0,2500-3000cc,10-15 kmpl,9,1,1,1,2,3,0
Hyundai Santro Xing GLS LPG,2011,250000.0,100000.0,LPG,Individual,Manual,Second Owner,13.45,1086.0,62.1,5.0,2.5,1000-1500cc,10-15 kmpl,13,2,1,1,2,0,0
Honda Civic 1.8 V AT,2009,280000.0,40000.0,Petrol,Individual,Automatic,Third Owner,12.9,1799.0,130.0,5.0,2.8,1500-2000cc,10-15 kmpl,15,3,1,0,4,1,0
Mahindra Xylo D2,2010,300000.0,100000.0,Diesel,Individual,Manual,First Owner,13.0,2489.0,95.0,7.0,3.0,2000-2500cc,10-15 kmpl,14,1,1,1,0,2,0
Tata Safari Storme LX,2016,900000.0,120000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.9,5.0,9.0,2000-2500cc,10-15 kmpl,8,1,1,1,0,2,0
Maruti Zen Estilo VXI BSIV,2014,190000.0,60000.0,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,5.0,1.9,<1000cc,15-20 kmpl,10,3,1,1,0,4,1
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,800000.0,11500.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,7.0,8.0,2500-3000cc,15-20 kmpl,5,1,1,1,0,3,1
Mahindra Scorpio EX,2012,450000.0,100000.0,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,7.0,4.5,2500-3000cc,10-15 kmpl,12,1,1,1,0,3,0
Mahindra Xylo D2 BS III,2015,400000.0,110000.0,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,7.0,4.0,2000-2500cc,10-15 kmpl,9,1,1,1,0,2,0
Tata New Safari Dicor VX 4X2 BS IV,2009,150000.0,90000.0,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,7.0,1.5,2000-2500cc,10-15 kmpl,15,1,1,1,2,2,0
Tata Indigo CR4,2011,200000.0,84321.0,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,2.0,1000-1500cc,20-25 kmpl,13,1,1,1,0,0,2
Mahindra XUV500 W8 AWD,2013,600000.0,155000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,6.0,2000-2500cc,15-20 kmpl,11,1,1,1,0,2,1
Tata Indica Vista Aqua 1.3 Quadrajet,2010,175000.0,60000.0,Diesel,Individual,Manual,First Owner,18.0,1248.0,75.0,5.0,1.75,1000-1500cc,15-20 kmpl,14,1,1,1,0,0,1
Tata Indigo CS LE (TDI) BS-III,2008,110000.0,155000.0,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,1.1,1000-1500cc,15-20 kmpl,16,1,1,1,2,0,1
Hyundai i10 Asta,2008,215000.0,70000.0,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,2.15,1000-1500cc,20-25 kmpl,16,3,1,1,2,0,2
Renault Duster 110PS Diesel RxL,2013,520000.0,126000.0,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,5.2,1000-1500cc,15-20 kmpl,11,1,1,1,2,0,1
Ford Endeavour 3.2 Titanium AT 4X4,2016,1200000.0,120000.0,Diesel,Individual,Automatic,Second Owner,10.91,3198.0,147.9,7.0,12.0,>3000cc,10-15 kmpl,8,1,1,0,2,5,0
Tata Indica Vista TDI LS,2015,285000.0,70000.0,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5.0,2.85,1000-1500cc,15-20 kmpl,9,1,1,1,0,0,1
Mahindra TUV 300 T4 Plus,2017,660000.0,82000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,6.6,1000-1500cc,15-20 kmpl,7,1,1,1,0,0,1
Maruti 800 Std,2004,110000.0,110000.0,Petrol,Individual,Manual,Third Owner,16.1,796.0,47.3,5.0,1.1,<1000cc,15-20 kmpl,20,3,1,1,4,4,1
Maruti Swift Dzire VXI,2015,515000.0,45000.0,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,5.15,1000-1500cc,20-25 kmpl,9,3,1,1,2,0,2
Nissan Sunny Diesel XL,2012,295000.0,70000.0,Diesel,Individual,Manual,Second Owner,21.64,1461.0,84.8,5.0,2.95,1000-1500cc,20-25 kmpl,12,1,1,1,2,0,2
Nissan Terrano XL 85 PS,2015,700000.0,80000.0,Diesel,Individual,Manual,Second Owner,20.45,1461.0,83.8,5.0,7.0,1000-1500cc,20-25 kmpl,9,1,1,1,2,0,2
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,1100000.0,45000.0,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,11.0,2000-2500cc,15-20 kmpl,7,1,1,1,0,2,1
Hyundai EON 1.0 Era Plus,2017,300000.0,60000.0,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,3.0,<1000cc,20-25 kmpl,7,3,1,1,0,4,2
Maruti Swift VXI,2013,450000.0,41800.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0,4.5,1000-1500cc,15-20 kmpl,11,3,1,1,0,0,1
Maruti Swift Dzire VDI,2017,700000.0,50000.0,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5.0,7.0,1000-1500cc,25-30 kmpl,7,1,1,1,2,0,3
Ford Figo Diesel ZXI,2012,250000.0,40000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,2.5,1000-1500cc,15-20 kmpl,12,1,1,1,0,0,1
Maruti Wagon R LXI Minor,2009,140000.0,96000.0,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,1.4,1000-1500cc,15-20 kmpl,15,3,1,1,2,0,1
Mahindra Xylo D4 BSIII,2012,250000.0,117000.0,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,7.0,2.5,2000-2500cc,10-15 kmpl,12,1,1,1,0,2,0
Hyundai i10 Era,2011,210000.0,110000.0,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,2.1,1000-1500cc,15-20 kmpl,13,3,1,1,2,0,1
Honda Amaze S i-Dtech,2014,420000.0,100000.0,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0,4.2,1000-1500cc,25-30 kmpl,10,1,1,1,2,0,3
Maruti Alto LXi,2007,130000.0,88700.0,Petrol,Individual,Manual,Third Owner,19.7,796.0,47.3,5.0,1.3,<1000cc,15-20 kmpl,17,3,1,1,4,4,1
Nissan Sunny XL,2012,320000.0,70000.0,Petrol,Individual,Manual,Second Owner,16.95,1498.0,97.7,5.0,3.2,1000-1500cc,15-20 kmpl,12,3,1,1,2,0,1
Maruti Wagon R LX BSIII,2010,200000.0,110000.0,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5.0,2.0,1000-1500cc,15-20 kmpl,14,3,1,1,2,0,1
Maruti Alto 800 LXI,2016,310000.0,15000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,3.1,<1000cc,20-25 kmpl,8,3,1,1,0,4,2
Mahindra Verito 1.5 D4 BSIII,2012,200000.0,80000.0,Diesel,Individual,Manual,Second Owner,20.8,1461.0,65.0,5.0,2.0,1000-1500cc,20-25 kmpl,12,1,1,1,2,0,2
Maruti Ritz VXi,2014,350000.0,50000.0,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5.0,3.5,1000-1500cc,15-20 kmpl,10,3,1,1,0,0,1
Hyundai EON Sportz,2018,444000.0,15000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,4.44,<1000cc,20-25 kmpl,6,3,1,1,0,4,2
Datsun RediGO T,2017,300000.0,25000.0,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,3.0,<1000cc,20-25 kmpl,7,3,1,1,0,4,2
Mahindra Verito 1.5 D4 BSIII,2011,225000.0,57000.0,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.1,5.0,2.25,1000-1500cc,20-25 kmpl,13,1,1,1,2,0,2
Mahindra Bolero 2011-2019 ZLX,2012,600000.0,75000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,6.0,2500-3000cc,15-20 kmpl,12,1,1,1,0,3,1
Maruti Eeco 5 Seater AC BSIV,2013,260000.0,26000.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,2.6,1000-1500cc,15-20 kmpl,11,3,1,1,0,0,1
Hyundai Xcent 1.1 CRDi S Option,2015,375000.0,155000.0,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.01,5.0,3.75,1000-1500cc,20-25 kmpl,9,1,1,1,0,0,2
Maruti Alto LXi BSIII,2010,150000.0,120000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,47.3,5.0,1.5,<1000cc,15-20 kmpl,14,3,1,1,2,4,1
Maruti Alto LXi,2014,110000.0,50000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,47.3,5.0,1.1,<1000cc,15-20 kmpl,10,3,1,1,2,4,1
Maruti Alto LX,2012,225000.0,40000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,47.3,5.0,2.25,<1000cc,15-20 kmpl,12,3,1,1,0,4,1
Honda City i VTEC V,2017,860000.0,28000.0,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,8.6,1000-1500cc,15-20 kmpl,7,3,1,1,0,0,1
Maruti Swift Dzire LDI,2018,650000.0,50000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,6.5,1000-1500cc,25-30 kmpl,6,1,1,1,0,0,3
Maruti Ertiga ZDI,2014,650000.0,90000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0,6.5,1000-1500cc,20-25 kmpl,10,1,1,1,0,0,2
Hyundai Verna 1.4 CRDi,2016,710000.0,40000.0,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,5.0,7.1,1000-1500cc,20-25 kmpl,8,1,1,1,0,0,2
Ford Figo 1.5D Base MT,2017,430000.0,113000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,4.3,1000-1500cc,25-30 kmpl,7,1,1,1,0,0,3
Maruti Swift Vdi BSIII,2011,305000.0,155000.0,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,3.05,1000-1500cc,15-20 kmpl,13,1,1,1,2,0,1
Ford Figo Diesel Titanium,2011,220000.0,100000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,2.2,1000-1500cc,15-20 kmpl,13,1,1,1,0,0,1
Tata Sumo MKII Turbo 2.0 LX,2010,150000.0,155000.0,Diesel,Individual,Manual,Third Owner,14.0,1948.0,90.0,7.0,1.5,1500-2000cc,10-15 kmpl,14,1,1,1,4,1,0
Mahindra TUV 300 mHAWK100 T8,2017,660000.0,67000.0,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7.0,6.6,1000-1500cc,15-20 kmpl,7,1,1,1,2,0,1
Chevrolet Beat Diesel LT Option,2011,140000.0,70000.0,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936.0,57.6,5.0,1.4,<1000cc,25-30 kmpl,13,1,1,1,1,4,3
Toyota Corolla Altis JS MT,2015,1100000.0,50000.0,Petrol,Individual,Manual,First Owner,14.28,1798.0,138.03,5.0,11.0,1500-2000cc,10-15 kmpl,9,3,1,1,0,1,0
Jaguar XF 2.2 Litre Luxury,2013,1200000.0,60000.0,Diesel,Individual,Automatic,First Owner,16.36,2179.0,147.9,5.0,12.0,2000-2500cc,15-20 kmpl,11,1,1,0,0,2,1
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,625000.0,34000.0,Diesel,Individual,Automatic,First Owner,22.0,1498.0,108.495,5.0,6.25,1000-1500cc,20-25 kmpl,7,1,1,0,0,0,2
Honda City 1.5 GXI,2004,198000.0,110000.0,Petrol,Individual,Manual,Third Owner,12.8,1493.0,100.0,5.0,1.98,1000-1500cc,10-15 kmpl,20,3,1,1,4,0,0
Maruti Wagon R LXI,2005,130000.0,140000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,1.3,<1000cc,15-20 kmpl,19,3,1,1,2,4,1
Honda City Corporate Edition,2012,540000.0,100000.0,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0,5.4,1000-1500cc,15-20 kmpl,12,3,1,1,2,0,1
Hyundai Grand i10 1.2 Kappa Sportz AT,2017,550000.0,11500.0,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,5.5,1000-1500cc,15-20 kmpl,7,3,1,0,0,0,1
Maruti Celerio ZXI Optional,2018,475000.0,30000.0,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,5.0,4.75,<1000cc,20-25 kmpl,6,3,1,1,0,4,2
Audi Q3 2.0 TDI Quattro Premium Plus,2017,1200000.0,22000.0,Diesel,Dealer,Automatic,First Owner,15.73,1968.0,147.9,5.0,12.0,1500-2000cc,15-20 kmpl,7,1,0,0,0,1,1
Honda Civic ZX Diesel BSIV,2020,1200000.0,11500.0,Diesel,Dealer,Manual,First Owner,26.8,1597.0,118.0,5.0,12.0,1500-2000cc,25-30 kmpl,4,1,0,1,0,1,3
BMW X1 sDrive20d M Sport,2018,1200000.0,18000.0,Diesel,Dealer,Automatic,First Owner,19.62,1998.0,147.9,5.0,12.0,1500-2000cc,15-20 kmpl,6,1,0,0,0,1,1
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,1200000.0,20000.0,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,147.9,7.0,12.0,2500-3000cc,10-15 kmpl,6,1,0,0,0,3,0
Hyundai Santro Asta BSIV,2018,540000.0,11500.0,Petrol,Dealer,Manual,First Owner,20.3,1086.0,68.0,5.0,5.4,1000-1500cc,20-25 kmpl,6,3,0,1,0,0,2
Force Gurkha Hard Top BS3 4WD,2018,910000.0,20000.0,Diesel,Dealer,Manual,First Owner,17.0,2596.0,80.8,5.0,9.1,2500-3000cc,15-20 kmpl,6,1,0,1,0,3,1
Maruti Celerio VXI,2019,484999.0,11500.0,Petrol,Dealer,Manual,First Owner,21.63,998.0,67.04,5.0,4.84999,<1000cc,20-25 kmpl,5,3,0,1,0,4,2
Hyundai Creta 1.6 CRDi AT SX Plus,2020,1200000.0,11500.0,Diesel,Dealer,Automatic,First Owner,17.01,1582.0,126.2,5.0,12.0,1500-2000cc,15-20 kmpl,4,1,0,0,0,1,1
Maruti Vitara Brezza ZDi,2018,950000.0,58511.0,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,9.5,1000-1500cc,20-25 kmpl,6,1,0,1,0,0,2
Ford Figo 1.5D Titanium MT,2015,365000.0,105000.0,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0,3.65,1000-1500cc,25-30 kmpl,9,1,0,1,0,0,3
Mahindra Thar CRDe ABS,2018,900000.0,26235.0,Diesel,Dealer,Manual,First Owner,16.55,2498.0,105.0,6.0,9.0,2000-2500cc,15-20 kmpl,6,1,0,1,0,2,1
Tata Nexon 1.5 Revotorq XZ Plus,2017,919999.0,26766.0,Diesel,Dealer,Manual,First Owner,21.5,1497.0,108.5,5.0,9.19999,1000-1500cc,20-25 kmpl,7,1,0,1,0,0,2
MG Hector Sharp DCT Dualtone,2020,1200000.0,11500.0,Petrol,Dealer,Automatic,First Owner,13.96,1451.0,141.0,5.0,12.0,1000-1500cc,10-15 kmpl,4,3,0,0,0,0,0
Mercedes-Benz New C-Class C 220 CDI Elegance MT,2018,1200000.0,46000.0,Diesel,Dealer,Manual,First Owner,15.8,2148.0,147.9,5.0,12.0,2000-2500cc,15-20 kmpl,6,1,0,1,0,2,1
Mahindra Marazzo M2 BSIV,2019,1075000.0,23000.0,Diesel,Dealer,Manual,First Owner,17.3,1497.0,121.0,7.0,10.75,1000-1500cc,15-20 kmpl,5,1,0,1,0,0,1
Maruti Swift VXI Optional,2017,600000.0,24522.0,Petrol,Dealer,Manual,First Owner,20.4,1197.0,81.8,5.0,6.0,1000-1500cc,20-25 kmpl,7,3,0,1,0,0,2
BMW 3 Series 320d,2017,1200000.0,13663.0,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,147.9,5.0,12.0,1500-2000cc,20-25 kmpl,7,1,0,0,0,1,2
Skoda Octavia Style Plus 2.0 TDI AT,2019,1200000.0,11500.0,Diesel,Dealer,Automatic,First Owner,19.3,1968.0,141.0,5.0,12.0,1500-2000cc,15-20 kmpl,5,1,0,0,0,1,1
Maruti Vitara Brezza ZDi Plus,2016,839000.0,63000.0,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,8.39,1000-1500cc,20-25 kmpl,8,1,0,1,0,0,2
Volkswagen Polo 1.2 MPI Comfortline,2019,635000.0,11500.0,Petrol,Dealer,Manual,First Owner,16.2,1199.0,74.0,5.0,6.35,1000-1500cc,15-20 kmpl,5,3,0,1,0,0,1
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,550000.0,155000.0,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,7.0,5.5,2000-2500cc,10-15 kmpl,10,1,1,1,4,2,0
Mahindra Logan Diesel 1.5 DLE,2011,180000.0,155000.0,Diesel,Individual,Manual,Third Owner,19.2,1461.0,65.0,5.0,1.8,1000-1500cc,15-20 kmpl,13,1,1,1,4,0,1
